"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Oct 14 12:30:37 GMT 2024","Mon Oct 14 12:30:39 GMT 2024","2202","Login","Login","","LoginTests","Login_EmptyPassword_ErrorNotificationAppeared","Login_EmptyPassword_ErrorNotificationAppeared","Login with empty password."
"broken","Mon Oct 14 12:30:37 GMT 2024","Mon Oct 14 12:30:39 GMT 2024","2326","Login","Login","","LoginTests","Login_EmptyCredentials_ErrorNotificationAppeared","Login_EmptyCredentials_ErrorNotificationAppeared","Login with empty credentials."
"broken","Mon Oct 14 12:30:37 GMT 2024","Mon Oct 14 12:30:39 GMT 2024","2012","Login","Login","","LoginTests","Login_EmptyEmail_ErrorNotificationAppeared","Login_EmptyEmail_ErrorNotificationAppeared","Login with empty email."
"broken","Mon Oct 14 12:30:37 GMT 2024","Mon Oct 14 12:30:39 GMT 2024","2051","Login","Login","","LoginTests","Login_InvalidCredentials_ErrorNotificationAppeared","Login_InvalidCredentials_ErrorNotificationAppeared","Login with invalid credentials."
