"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 15 11:13:37 GMT 2024","Tue Oct 15 11:13:48 GMT 2024","11004","Login","LogOut","UI","LoginTests","Login_LogoutFromUserPopup_LoginPageOpened","Login_LogoutFromUserPopup_LoginPageOpened","Log out from header popup. Expected OKTA page with URL: https://coxauto.okta.com opened."
"broken","Tue Oct 15 11:13:03 GMT 2024","Tue Oct 15 11:13:45 GMT 2024","42142","Login","Login","UI","LoginTests","Login_EmptyCredentials_ErrorNotificationAppeared","Login_EmptyCredentials_ErrorNotificationAppeared","Login with empty credentials."
"failed","Tue Oct 15 11:13:37 GMT 2024","Tue Oct 15 11:13:37 GMT 2024","405","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","Authenticate user without password though API"
"failed","Tue Oct 15 11:13:03 GMT 2024","Tue Oct 15 11:13:03 GMT 2024","792","Login","Login","API","ApiLoginTests","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","Authenticate user without email though API"
"broken","Tue Oct 15 11:13:03 GMT 2024","Tue Oct 15 11:13:25 GMT 2024","21330","User","UserPopup","Open user profile","UserPopupTests","UserPopup_CheckProfileButton_ProfilePageOpened","UserPopup_CheckProfileButton_ProfilePageOpened","Open user profile from user popup"
"broken","Tue Oct 15 11:13:03 GMT 2024","Tue Oct 15 11:13:03 GMT 2024","702","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","Authenticate user though API"
"failed","Tue Oct 15 11:13:03 GMT 2024","Tue Oct 15 11:13:04 GMT 2024","570","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","Authenticate user with invalid credentials though API"
"broken","Tue Oct 15 11:13:04 GMT 2024","Tue Oct 15 11:13:27 GMT 2024","23589","User","UserPopup","Open user popup","UserPopupTests","UserPopup_OpenPopup_PopupIsDisplayed","UserPopup_OpenPopup_PopupIsDisplayed","Open user popup"
"broken","Tue Oct 15 11:13:03 GMT 2024","Tue Oct 15 11:13:26 GMT 2024","23114","User","UserPopup","Popup buttons","UserPopupTests","UserPopup_CheckPopupButton_AllButtonsDisplayed","UserPopup_CheckPopupButton_AllButtonsDisplayed","Open user popup"
"passed","Tue Oct 15 11:13:26 GMT 2024","Tue Oct 15 11:13:37 GMT 2024","11564","Login","Login","UI","LoginTests","Login_EmptyPassword_ErrorNotificationAppeared","Login_EmptyPassword_ErrorNotificationAppeared","Login with empty password."
"passed","Tue Oct 15 11:13:28 GMT 2024","Tue Oct 15 11:13:39 GMT 2024","11336","Login","Login","UI","LoginTests","Login_InvalidCredentials_ErrorNotificationAppeared","Login_InvalidCredentials_ErrorNotificationAppeared","Login with invalid credentials."
"passed","Tue Oct 15 11:13:25 GMT 2024","Tue Oct 15 11:13:37 GMT 2024","12192","Login","Login","UI","LoginTests","Login_EmptyEmail_ErrorNotificationAppeared","Login_EmptyEmail_ErrorNotificationAppeared","Login with empty email."
"passed","Tue Oct 15 11:13:37 GMT 2024","Tue Oct 15 11:13:48 GMT 2024","10521","Login","Login","UI","LoginTests","Login_ValidCredentials_LaunchesPageOpened","Login_ValidCredentials_LaunchesPageOpened","Login with valid credentials"
