"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Oct 25 14:08:43 GMT 2024","Fri Oct 25 14:08:44 GMT 2024","392","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","Authenticate user though API"
"failed","Fri Oct 25 14:08:18 GMT 2024","Fri Oct 25 14:08:19 GMT 2024","680","Login","Login","API","ApiLoginTests","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","Authenticate user without email though API"
"passed","Fri Oct 25 14:08:45 GMT 2024","Fri Oct 25 14:08:54 GMT 2024","9803","Login","Login","UI","LoginTests","Login_EmptyPassword_ErrorNotificationAppeared","Login_EmptyPassword_ErrorNotificationAppeared","Login with empty password."
"broken","Fri Oct 25 14:08:19 GMT 2024","Fri Oct 25 14:08:46 GMT 2024","27709","User","UserPopup","Open user profile","UserPopupTests","UserPopup_CheckProfileButton_ProfilePageOpened","UserPopup_CheckProfileButton_ProfilePageOpened","Open user profile from user popup"
"broken","Fri Oct 25 14:08:56 GMT 2024","Fri Oct 25 14:09:05 GMT 2024","9188","User","UserPopup","Open user popup","UserPopupTests","UserPopup_OpenPopup_PopupIsDisplayed","UserPopup_OpenPopup_PopupIsDisplayed","Open user popup"
"failed","Fri Oct 25 14:08:44 GMT 2024","Fri Oct 25 14:08:44 GMT 2024","499","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","Authenticate user with invalid credentials though API"
"passed","Fri Oct 25 14:08:45 GMT 2024","Fri Oct 25 14:08:56 GMT 2024","10977","Login","Login","UI","LoginTests","Login_InvalidCredentials_ErrorNotificationAppeared","Login_InvalidCredentials_ErrorNotificationAppeared","Login with invalid credentials."
"broken","Fri Oct 25 14:08:18 GMT 2024","Fri Oct 25 14:08:45 GMT 2024","26756","User","UserPopup","Popup buttons","UserPopupTests","UserPopup_CheckPopupButton_AllButtonsDisplayed","UserPopup_CheckPopupButton_AllButtonsDisplayed","Open user popup"
"broken","Fri Oct 25 14:08:18 GMT 2024","Fri Oct 25 14:09:03 GMT 2024","45312","Login","Login","UI","LoginTests","Login_EmptyCredentials_ErrorNotificationAppeared","Login_EmptyCredentials_ErrorNotificationAppeared","Login with empty credentials."
"broken","Fri Oct 25 14:08:46 GMT 2024","Fri Oct 25 14:08:58 GMT 2024","11695","Login","LogOut","UI","LoginTests","Login_LogoutFromUserPopup_LoginPageOpened","Login_LogoutFromUserPopup_LoginPageOpened","Log out from header popup. Expected OKTA page with URL: https://coxauto.okta.com opened."
"passed","Fri Oct 25 14:08:54 GMT 2024","Fri Oct 25 14:09:04 GMT 2024","9705","Login","Login","UI","LoginTests","Login_ValidCredentials_LaunchesPageOpened","Login_ValidCredentials_LaunchesPageOpened","Login with valid credentials"
"passed","Fri Oct 25 14:08:18 GMT 2024","Fri Oct 25 14:08:43 GMT 2024","25279","Login","Login","UI","LoginTests","Login_EmptyEmail_ErrorNotificationAppeared","Login_EmptyEmail_ErrorNotificationAppeared","Login with empty email."
"failed","Fri Oct 25 14:08:44 GMT 2024","Fri Oct 25 14:08:45 GMT 2024","411","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","Authenticate user without password though API"
