"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Nov 13 14:08:23 GMT 2024","Wed Nov 13 14:08:40 GMT 2024","17012","User","UserPopup","Popup buttons","UserPopupTests","UserPopup_CheckPopupButton_AllButtonsDisplayed","UserPopup_CheckPopupButton_AllButtonsDisplayed","Open user popup"
"failed","Wed Nov 13 14:08:23 GMT 2024","Wed Nov 13 14:08:24 GMT 2024","998","Login","Login","API","ApiLoginTests","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","Authenticate user without email though API"
"failed","Wed Nov 13 14:08:52 GMT 2024","Wed Nov 13 14:08:54 GMT 2024","1144","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","Authenticate user without password though API"
"passed","Wed Nov 13 14:08:38 GMT 2024","Wed Nov 13 14:08:48 GMT 2024","10256","Login","Login","UI","LoginTests","Login_EmptyPassword_ErrorNotificationAppeared","Login_EmptyPassword_ErrorNotificationAppeared","Login with empty password."
"broken","Wed Nov 13 14:08:48 GMT 2024","Wed Nov 13 14:08:59 GMT 2024","10652","Login","LogOut","UI","LoginTests","Login_LogoutFromUserPopup_LoginPageOpened","Login_LogoutFromUserPopup_LoginPageOpened","Log out from header popup. Expected OKTA page with URL: https://coxauto.okta.com opened."
"broken","Wed Nov 13 14:08:24 GMT 2024","Wed Nov 13 14:08:40 GMT 2024","15986","User","UserPopup","Open user profile","UserPopupTests","UserPopup_CheckProfileButton_ProfilePageOpened","UserPopup_CheckProfileButton_ProfilePageOpened","Open user profile from user popup"
"broken","Wed Nov 13 14:08:40 GMT 2024","Wed Nov 13 14:08:50 GMT 2024","10103","User","UserPopup","Open user popup","UserPopupTests","UserPopup_OpenPopup_PopupIsDisplayed","UserPopup_OpenPopup_PopupIsDisplayed","Open user popup"
"broken","Wed Nov 13 14:08:51 GMT 2024","Wed Nov 13 14:08:52 GMT 2024","498","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","Authenticate user though API"
"failed","Wed Nov 13 14:08:52 GMT 2024","Wed Nov 13 14:08:52 GMT 2024","638","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","Authenticate user with invalid credentials though API"
"passed","Wed Nov 13 14:08:40 GMT 2024","Wed Nov 13 14:08:51 GMT 2024","11179","Login","Login","UI","LoginTests","Login_InvalidCredentials_ErrorNotificationAppeared","Login_InvalidCredentials_ErrorNotificationAppeared","Login with invalid credentials."
"passed","Wed Nov 13 14:08:50 GMT 2024","Wed Nov 13 14:09:00 GMT 2024","9402","Login","Login","UI","LoginTests","Login_ValidCredentials_LaunchesPageOpened","Login_ValidCredentials_LaunchesPageOpened","Login with valid credentials"
"broken","Wed Nov 13 14:08:23 GMT 2024","Wed Nov 13 14:08:59 GMT 2024","35868","Login","Login","UI","LoginTests","Login_EmptyCredentials_ErrorNotificationAppeared","Login_EmptyCredentials_ErrorNotificationAppeared","Login with empty credentials."
"passed","Wed Nov 13 14:08:23 GMT 2024","Wed Nov 13 14:08:38 GMT 2024","14855","Login","Login","UI","LoginTests","Login_EmptyEmail_ErrorNotificationAppeared","Login_EmptyEmail_ErrorNotificationAppeared","Login with empty email."
