"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Oct 18 14:08:06 GMT 2024","Fri Oct 18 14:08:06 GMT 2024","542","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUser_UnauthorizedStatusCodeReturns","Authenticate user though API"
"broken","Fri Oct 18 14:08:21 GMT 2024","Fri Oct 18 14:08:33 GMT 2024","12239","Login","LogOut","UI","LoginTests","Login_LogoutFromUserPopup_LoginPageOpened","Login_LogoutFromUserPopup_LoginPageOpened","Log out from header popup. Expected OKTA page with URL: https://coxauto.okta.com opened."
"failed","Fri Oct 18 14:08:07 GMT 2024","Fri Oct 18 14:08:07 GMT 2024","529","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithoutPasswordTest_UnauthorizedStatusCodeReturns","Authenticate user without password though API"
"broken","Fri Oct 18 14:08:33 GMT 2024","Fri Oct 18 14:08:43 GMT 2024","10359","User","UserPopup","Open user popup","UserPopupTests","UserPopup_OpenPopup_PopupIsDisplayed","UserPopup_OpenPopup_PopupIsDisplayed","Open user popup"
"passed","Fri Oct 18 14:08:20 GMT 2024","Fri Oct 18 14:08:33 GMT 2024","12929","Login","Login","UI","LoginTests","Login_InvalidCredentials_ErrorNotificationAppeared","Login_InvalidCredentials_ErrorNotificationAppeared","Login with invalid credentials."
"passed","Fri Oct 18 14:08:21 GMT 2024","Fri Oct 18 14:08:34 GMT 2024","12760","Login","Login","UI","LoginTests","Login_ValidCredentials_LaunchesPageOpened","Login_ValidCredentials_LaunchesPageOpened","Login with valid credentials"
"broken","Fri Oct 18 14:08:33 GMT 2024","Fri Oct 18 14:08:43 GMT 2024","9771","User","UserPopup","Open user profile","UserPopupTests","UserPopup_CheckProfileButton_ProfilePageOpened","UserPopup_CheckProfileButton_ProfilePageOpened","Open user profile from user popup"
"failed","Fri Oct 18 14:08:07 GMT 2024","Fri Oct 18 14:08:07 GMT 2024","574","Login","Login","API","ApiLoginTests","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","LoginApi_AuthenticateUserWithInvalidCredentials_UnauthorizedStatusCodeReturns","Authenticate user with invalid credentials though API"
"passed","Fri Oct 18 14:08:07 GMT 2024","Fri Oct 18 14:08:21 GMT 2024","13729","Login","Login","UI","LoginTests","Login_EmptyPassword_ErrorNotificationAppeared","Login_EmptyPassword_ErrorNotificationAppeared","Login with empty password."
"broken","Fri Oct 18 14:08:06 GMT 2024","Fri Oct 18 14:08:21 GMT 2024","15231","User","UserPopup","Popup buttons","UserPopupTests","UserPopup_CheckPopupButton_AllButtonsDisplayed","UserPopup_CheckPopupButton_AllButtonsDisplayed","Open user popup"
"broken","Fri Oct 18 14:08:06 GMT 2024","Fri Oct 18 14:08:40 GMT 2024","33611","Login","Login","UI","LoginTests","Login_EmptyCredentials_ErrorNotificationAppeared","Login_EmptyCredentials_ErrorNotificationAppeared","Login with empty credentials."
"passed","Fri Oct 18 14:08:07 GMT 2024","Fri Oct 18 14:08:20 GMT 2024","13118","Login","Login","UI","LoginTests","Login_EmptyEmail_ErrorNotificationAppeared","Login_EmptyEmail_ErrorNotificationAppeared","Login with empty email."
"failed","Fri Oct 18 14:08:06 GMT 2024","Fri Oct 18 14:08:07 GMT 2024","627","Login","Login","API","ApiLoginTests","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","LoginAi_AuthenticateUserWithoutUsername_UnauthorizedStatusCodeReturns","Authenticate user without email though API"
